Bus_Number;Bus_Type;PD_MW;QD_MVar;GS_MW;BS_MVar;BusArea;Vm;Va;BaseKV;LossZone;Vmax;Vmin;LAM_P;LAM_Q;MU_VMAX;MU_VMIN;Bus_Name;gis_x;gis_y
1285;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K2001;68.323.657.254.209;22.774.701.154.243.000
1286;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;01049H-T2;6.773.331.060.386.220;2.268.458.076.254.610
1287;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09093H-4;682.159.244.827.738;2.261.584.046.656.350
1288;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09093H-2;682.159.244.827.738;2.261.584.046.656.350
1289;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2562;6.763.679.429.139.450;22.574.482.168.407.700
1290;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2563;6.763.679.429.139.450;22.574.482.168.407.700
1291;1;0.157577;0.062278499999999994;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;02006N;6.763.679.429.139.450;22.574.482.168.407.700
1292;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;02006H;6.763.679.429.139.450;22.574.482.168.407.700
1293;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;K7010;6.769.366.362.863.460;22.774.308.882.629.100
1294;3;0.0;0.0;0.0;0.0;3;1;0;50.0;1;1.1;0.9;0;0;0;0;01068HH.50kV;6.769.366.362.863.460;22.774.308.882.629.100
1295;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H-SS2;6.769.366.362.863.460;22.774.308.882.629.100
1296;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H2.T2;6.769.366.362.863.460;22.774.308.882.629.100
1297;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K586;6.749.591.930.497.150;2.285.307.474.584.560
1298;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2561;6.809.157.388.437.260;2.261.761.022.538.510
1299;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2560;6.809.157.388.437.260;2.261.761.022.538.510
1300;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09069.1H;6.809.157.388.437.260;2.261.761.022.538.510
1301;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K753;6.769.366.362.863.460;22.774.308.882.629.100
1302;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;M-1340.1;6.815.374.695.770.420;2.272.615.171.598.220
1303;1;0.21919899999999998;0.086633;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09003N-1;6.815.611.707.891.070;22.497.741.644.810.500
1304;1;0.192814;0.076205;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00440N;6.817.963.832.979.470;22.856.053.113.386.600
1305;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-1.2;6.845.817.387.715.160;22.416.079.088.811.500
1306;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-1.3;6.845.817.387.715.160;22.416.079.088.811.500
1307;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-2A.1;682.672.702.489.893;22.650.596.572.529.100
1308;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00010.61;6.807.163.110.839.380;22.744.140.581.219.200
1309;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3199;6.800.342.347.333.650;22.681.722.842.643.400
1310;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2752;6.818.362.373.513.720;22.362.603.757.241.200
1311;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00315H;6.824.599.327.647.010;22.671.047.267.975.600
1312;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K1;6.769.366.362.863.460;22.774.308.882.629.100
1313;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K125;680.959.736.989.053;22.555.114.047.503.800
1314;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K710;680.959.736.989.053;22.555.114.047.503.800
1315;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K123;680.959.736.989.053;22.555.114.047.503.800
1316;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K472;6.817.122.345.604.610;22.756.072.531.346.000
1317;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00200H-20;6.817.122.345.604.610;22.756.072.531.346.000
1318;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;06099H-7;6.810.760.218.385.710;2.253.150.248.508.600
1319;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3062;6.787.446.720.321.810;22.680.365.514.029.100
1320;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3059;6.787.446.720.321.810;22.680.365.514.029.100
1321;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3071;6.787.446.720.321.810;22.680.365.514.029.100
1322;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3058;6.787.446.720.321.810;22.680.365.514.029.100
1323;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3032;6.787.446.720.321.810;22.680.365.514.029.100
1324;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3030;6.850.022.843.270.560;2.294.873.136.880.130
1325;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3028;6.767.000.642.279.590;22.959.218.995.161.400
1326;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3068;6.850.022.843.270.560;2.294.873.136.880.130
1327;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3026;6.850.022.843.270.560;2.294.873.136.880.130
1328;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3025;6.820.786.232.809.670;22.660.447.809.268.700
1329;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K3021;6.820.786.232.809.670;22.660.447.809.268.700
1330;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;K3781;6.804.399.290.570.590;22.680.537.965.866.100
1331;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00295H-1;6.804.399.290.570.590;22.680.537.965.866.100
1332;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2233;6.814.751.880.217.410;22.539.870.198.638.700
1333;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3505;6.804.399.290.570.590;22.680.537.965.866.100
1334;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;K3506;6.770.845.129.858.920;22.726.505.416.063.200
1335;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K17788;6.816.922.096.233.210;2.267.242.598.161.880
1336;1;0.192814;0.076205;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09028N-1;6.815.551.453.035.600;22.475.546.464.289.500
1337;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09028H;6.815.551.453.035.600;22.475.546.464.289.500
1338;1;0.29023499999999997;0.11470799999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09052N-3;6.816.191.999.729.940;22.484.654.994.892.700
1339;1;0.333534;0.131821;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09052N-2;6.816.191.999.729.940;22.484.654.994.892.700
1340;1;0.33015100000000003;0.130484;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09052N-1;6.816.191.999.729.940;22.484.654.994.892.700
1341;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09052H;6.816.191.999.729.940;22.484.654.994.892.700
1342;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09030H;6.792.376.735.399.970;2.261.413.051.273.760
1343;1;0.145456;0.057488;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09088N-1;6.814.120.527.950.880;22.504.501.189.499.200
1344;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09088H;6.814.120.527.950.880;22.504.501.189.499.200
1345;1;0.061564999999999995;0.024332;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09012N-2;6.807.097.862.372.750;22.546.419.836.319.300
1346;1;0.060212;0.023797;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09012N-1;6.807.097.862.372.750;22.546.419.836.319.300
1347;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09012H;6.807.097.862.372.750;22.546.419.836.319.300
1348;1;0.06765399999999999;0.026739;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09047N-1;6.809.122.662.794.440;22.527.815.770.163.500
1349;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09047H;6.809.122.662.794.440;22.527.815.770.163.500
1350;1;0.12651300000000001;0.050001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09045N-3;6.809.189.229.704.210;22.576.036.387.461.700
1351;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;10.161;6.807.163.110.839.380;22.744.140.581.219.200
1352;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00103H;6.829.992.285.552.390;2.277.513.876.308.590
1353;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00102H;6.832.335.457.995.980;22.784.675.658.379.400
1354;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00101H;6.834.534.607.208.420;227.700.111.350.555
1355;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;10.192;6.807.163.110.839.380;22.744.140.581.219.200
1356;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;10.182;6.807.163.110.839.380;22.744.140.581.219.200
1357;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-2A;6.807.163.110.839.380;22.744.140.581.219.200
1358;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00021H;6.849.834.953.364.650;22.958.494.055.026.700
1359;1;0.243554;0.096259;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00004N-2;6.851.432.146.716.040;22.963.802.758.320.600
1360;1;0.25302600000000003;0.100002;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00004N-1;6.851.432.146.716.040;22.963.802.758.320.600
1361;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00004H;6.851.432.146.716.040;22.963.802.758.320.600
1362;1;0.011501;0.004546;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00003N-1;6.856.212.779.958.060;2.298.277.146.925.590
1363;1;0.08795;0.03476;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00009N-1;6.853.081.587.217.370;22.979.663.952.225.000
1364;1;0.127866;0.050536000000000005;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00020N-2;6.856.213.332.604.870;22.996.239.542.257.200
1365;1;0.127866;0.050536000000000005;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00020N-1;6.856.213.332.604.870;22.996.239.542.257.200
1366;1;0.27264499999999997;0.10775599999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00001N-2;6.849.062.415.187.760;22.971.297.380.008.500
1367;1;0.274675;0.10855799999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00001N-1;6.849.062.415.187.760;22.971.297.380.008.500
1368;1;0.251673;0.099467;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00013N-1;6.850.022.843.270.560;2.294.873.136.880.130
1369;1;0.22664099999999998;0.089574;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00013N-2;6.850.022.843.270.560;2.294.873.136.880.130
1370;1;0.07374299999999999;0.029144999999999997;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07022N;6.816.437.180.689.180;2.242.478.510.831.650
1371;1;0.03518;0.013904;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07023N;6.816.437.180.689.180;2.242.478.510.831.650
1372;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07023H;6.816.437.180.689.180;2.242.478.510.831.650
1373;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07024H;6.816.437.180.689.180;2.242.478.510.831.650
1374;1;0.117718;0.046525;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07024N-1;6.816.437.180.689.180;2.242.478.510.831.650
1375;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07025H;6.816.437.180.689.180;2.242.478.510.831.650
1376;1;0.037886;0.014974000000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07025N;6.816.437.180.689.180;2.242.478.510.831.650
1377;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07026H;680.959.736.989.053;22.555.114.047.503.800
1378;1;0.005412;0.002139;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07026N;680.959.736.989.053;22.555.114.047.503.800
1379;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07027H;6.821.133.806.609.240;22.837.061.628.296.700
1380;1;0.165076;0.065242;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07027N-1;6.821.133.806.609.240;22.837.061.628.296.700
1381;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07028H;6.821.133.806.609.240;22.837.061.628.296.700
1382;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07030H;6.813.466.850.221.300;22.926.756.264.190.000
1383;1;0.093362;0.036899;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07030N-1;6.813.466.850.221.300;22.926.756.264.190.000
1384;1;0.08659700000000001;0.034225;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07030N-2;6.813.466.850.221.300;22.926.756.264.190.000
1385;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-230;6.817.819.408.445.330;2.253.642.843.707.560
1386;1;0.165076;0.065242;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07027N-2;6.821.133.806.609.240;22.837.061.628.296.700
1387;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05016H-1;6.807.163.110.839.380;22.744.140.581.219.200
1388;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H1.T3;6.817.668.508.832.780;22.508.739.478.316.100
1389;1;0.25816999999999996;0.102035;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00450N;6.824.463.567.253.350;22.612.909.743.952.700
1390;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K2564;6.807.163.110.839.380;22.744.140.581.219.200
1391;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K2565;682.338.340.853.812;2.262.542.533.717.370
1392;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K2666;6.844.401.230.247.760;2.230.127.939.752.000
1393;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H.180;6.769.366.362.863.460;22.774.308.882.629.100
1394;1;0.0;0.0;0.0;0.0;10;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H3.T2;6.769.366.362.863.460;22.774.308.882.629.100
1395;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-8.1;6.845.817.387.715.160;22.416.079.088.811.500
1396;1;0.43095500000000003;0.170324;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01047N-1;6.749.591.930.497.150;2.285.307.474.584.560
1397;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-20;6.845.817.387.715.160;22.416.079.088.811.500
1398;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H.13;6.845.817.387.715.160;22.416.079.088.811.500
1399;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-1.4;6.845.817.387.715.160;22.416.079.088.811.500
1400;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-6.2;6.845.817.387.715.160;22.416.079.088.811.500
1401;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-270;677.175.872.975.912;22.646.287.226.380.300
1402;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-1B.1;6.807.163.110.839.380;22.744.140.581.219.200
1403;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-2B.1;677.175.872.975.912;22.646.287.226.380.300
1404;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-1A.1;6.821.517.404.571.390;22.538.227.946.550.500
1405;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00010.60;6.807.163.110.839.380;22.744.140.581.219.200
1406;1;0.07239;0.028610000000000003;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05046N;6.772.059.709.149.700;2.262.295.748.442.970
1407;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05046H;6.772.059.709.149.700;2.262.295.748.442.970
1408;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1430;6.856.213.332.604.870;22.996.239.542.257.200
1409;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1428;6.851.432.146.716.040;22.963.802.758.320.600
1410;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2861;6.816.912.645.171.690;2.204.756.058.060.670
1411;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;01065H-1;6.786.569.817.997.360;2.268.987.266.117.180
1412;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;01065H;6.786.569.817.997.360;2.268.987.266.117.180
1413;1;0.0;0.0;0.0;0.9093209999999999;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07008H-2;6.770.552.611.496.110;22.755.423.862.145.000
1414;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K4019;6.787.446.720.321.810;22.680.365.514.029.100
1415;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;01061H;6.787.446.720.321.810;22.680.365.514.029.100
1416;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2544;68.242.769.049.509;22.461.044.524.586.300
1417;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00295H-140;6.804.399.290.570.590;22.680.537.965.866.100
1418;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00295H-110;6.804.399.290.570.590;22.680.537.965.866.100
1419;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-280;6.807.163.110.839.380;22.744.140.581.219.200
1420;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-240;6.807.163.110.839.380;22.744.140.581.219.200
1421;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-90;6.807.163.110.839.380;22.744.140.581.219.200
1422;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00295H-40;6.804.399.290.570.590;22.680.537.965.866.100
1423;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-66;6.824.749.632.348.980;2.278.147.331.178.890
1424;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-360;6.813.466.850.221.300;22.926.756.264.190.000
1425;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1109;6.807.163.110.839.380;22.744.140.581.219.200
1426;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-220;6.807.163.110.839.380;22.744.140.581.219.200
1427;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00400H-4;6.816.922.096.233.210;2.267.242.598.161.880
1428;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00400H-3;6.816.922.096.233.210;2.267.242.598.161.880
1429;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-12;68.323.657.254.209;22.774.701.154.243.000
1430;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3520;6.769.366.362.863.460;22.774.308.882.629.100
1431;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3526;6.769.366.362.863.460;22.774.308.882.629.100
1432;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;K3538;6.817.315.794.349.890;22.495.190.999.541.300
1433;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;06099H-4;6.817.819.408.445.330;2.253.642.843.707.560
1434;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;06099H-3;6.784.014.897.224.020;22.702.153.774.959.000
1435;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;06098H-2;6.817.819.408.445.330;2.253.642.843.707.560
1436;1;0.175224;0.069253;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09029N;6.810.760.218.385.710;2.253.150.248.508.600
1437;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09029H;6.810.760.218.385.710;2.253.150.248.508.600
1438;1;0.19552;0.077274;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09023N-2;6.813.975.794.888.950;22.519.335.144.458.800
1439;1;0.19552;0.077274;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09023N-1;6.813.975.794.888.950;22.519.335.144.458.800
1440;1;0.291588;0.11524300000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09063N-2;6.816.195.247.864.900;22.445.917.610.080.700
1441;1;0.291588;0.11524300000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09063N-1;6.816.195.247.864.900;22.445.917.610.080.700
1442;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09063H;6.816.195.247.864.900;22.445.917.610.080.700
1443;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09083N-2;6.815.979.727.286.790;22.459.991.349.333.500
1444;1;0.22934699999999997;0.090644;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09083N-1;6.815.979.727.286.790;22.459.991.349.333.500
1445;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09083H;6.815.979.727.286.790;22.459.991.349.333.500
1446;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09025H;6.817.149.956.253.380;22.551.388.492.956.800
1447;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09087N-5;6.813.041.055.872.600;22.536.301.321.633.200
1448;1;0.45531099999999997;0.17995;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09087N-3;6.813.041.055.872.600;22.536.301.321.633.200
1449;1;0.45125200000000004;0.178346;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09087N-1;6.813.041.055.872.600;22.536.301.321.633.200
1450;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09087H;6.813.041.055.872.600;22.536.301.321.633.200
1451;1;0.163722;0.064707;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09018N-2;6.812.999.868.834.050;2.259.581.205.702.630
1452;1;0.16034;0.06337000000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09018N-1;6.812.999.868.834.050;2.259.581.205.702.630
1453;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09018H-1;6.812.999.868.834.050;2.259.581.205.702.630
1454;1;0.380215;0.15027100000000002;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09049N-2;681.048.314.209.625;225.712.963.196.978
1455;1;0.372096;0.147062;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09049N-1;681.048.314.209.625;225.712.963.196.978
1456;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09049H;681.048.314.209.625;225.712.963.196.978
1457;1;0.44989799999999996;0.177811;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09069N;6.809.157.388.437.260;2.261.761.022.538.510
1458;1;0.022326;0.008824;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00005N;684.710.286.773.799;23.019.250.624.374.100
1459;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00005H;684.710.286.773.799;23.019.250.624.374.100
